木,t,A
マナ,m,20
エーテル,e,100
エーテル,e,100
マナ,m,30
エーテル,e,50
エーテル,e,50
エーテル,e,50
マルス,t,B+
エーテル,e,50
マルス,t,B+
木,t,S+
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,100
木,f,S+
エーテル,e,50
木,t,A
マルス,t,B+
木,w,S+
木,t,S+
エーテル,e,50
魂を狩る少女 サテュルネ,w,B
エーテル,e,50
魂を狩る少女 サテュルネ,w,B
エーテル,e,50
エーテル,e,50
マルス,t,B+
エーテル,e,100
マナ,m,30
エーテル,e,25
木,t,A+
エーテル,e,25
エーテル,e,25
エーテル,e,25
マナ,m,30
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
木,t,S+
木,w,S+
木,f,S+
エーテル,e,25
マナ,m,30
マナ,m,10
キノコ,w,A
木,t,A+
マナ,m,10
木,f,A+
マナ,m,10
フラウ,w,A
ロシェ,w,B+
エーテル,e,50
エーテル,e,25
心を込めた贈り物,f,A
水神龍飾,w,S
エーテル,e,100
マナ,m,30
エーテル,e,25
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
想い贈る姫君 チェルシー,f,S
セシーリア,t,A
ラーヴァデイン,f,B+
セシルとクマちゃん,t,B
セシーリア,t,A
エーテル,e,25
マナ,m,30
木,t,S+
マナ,m,10
木,w,S+
マナ,m,10
木,f,S+
マナ,m,10
木,f,S
エーテル,e,25
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
マナ,m,10
マナ,m,10
エーテル,e,25
マナ,m,10
マナ,m,10
マナ,m,10
木,w,A+
マナ,m,10
木,f,S
木,f,A+
マナ,m,50
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
木,f,S
ロシェ,t,B+
マナ,m,30
タヌキ,w,A
キノコ,w,A
木,t,A+
フラウ,w,A
木,w,A+
ロシェ,w,B+
木,f,A+
マナ,m,30
タヌキ,t,B+
キノコ,t,B+
フラウ,t,B+
ロシェ,t,B
エーテル,e,25
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
エーテル,e,25
マナ,m,10
ロシェ,f,B+
エーテル,e,25
マナ,m,10
ロシェ,t,B+
エーテル,e,25
エーテル,e,25
マナ,m,30
キノコ,t,S
マナ,m,20
フラウ,t,S
ロシェ,t,A+
キノコ,f,S
タヌキ,t,A+
キノコ,t,A+
フラウ,t,A+
ロシェ,t,A
エーテル,e,100
エーテル,e,25
木,t,S+
キノコ,w,A+
エーテル,e,25
フラウ,w,A+
エーテル,e,25
マナ,m,20
フラウ,f,A+
聖夜の博愛 ベルナデッタ・イルマ,w,SS
エーテル,e,50
エーテル,e,25
若き修道女 ベルナデッタ,w,A
マナ,m,30
マナ,m,30
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,100
エーテル,e,25
競宴の雄 ドゥーガ・ザムンタール,t,SS
水入らずの聖祭 ルシェ・ワダツミ,w,SS
真心贈る冬 ロレッタ・ミラージュ,w,SS
星降る聖天 アレク・ルミナレス,f,SS
世を忍ぶ英雄 バロン・ライオネル,t,SS
水のクリスマス猫ウィズ,w,S
エーテル,e,50
キノコ,t,S
エーテル,e,25
マナ,m,10
フラウ,t,S
ロシェ,t,A+
マナ,m,30
マナ,m,10
エーテル,e,100
白い猫の妖精 ふにゃっしー！,w,SS
元気印ひまわり,t,A
大変身黒ペンキ,t,A
マナ,m,30
エーテル,e,50
マナ,m,10
エーテル,e,25
エーテル,e,25
エーテル,e,25
エーテル,e,100
マナ,m,10
エーテル,e,50
マナ,m,30
木,t,S+
キノコ,f,S
木,w,S+
ロシェ,f,A+
タヌキ,w,S
キノコ,w,S
超高速のご当地キャラ ふなっしー,t,SS
タヌキ,t,S
エーテル,e,25
木,t,S+
キノコ,t,S
フラウ,t,S
エーテル,e,25
ロシェ,t,A+
エーテル,e,25
エーテル,e,25
エーテル,e,25
マナ,m,30
エーテル,e,50
木,f,S+
マナ,m,10
エーテル,e,25
キノコ,w,A+
マナ,m,10
エーテル,e,25
フラウ,w,A+
マナ,m,10
エーテル,e,25
エーテル,e,100
マナ,m,30
タヌキ,f,A+
マナ,m,10
エーテル,e,100
巨人放伐の旗印『自由の翼』,t,A
謎に包まれた『地下室の鍵』,t,A
マナ,m,20
絶望の象徴 超大型巨人,f,S
エーテル,e,100
巨人放伐の旗印『自由の翼』,t,A
反撃の双刃『スナップブレード』,t,A
堅牢要塞 鎧の巨人,w,S
エーテル,e,100
甘味大王 ジャイアントカプリコ,t,A
マナ,m,10
フラウ,f,A+
木,f,S+
マナ,m,10
マナ,m,10
マナ,m,10
マナ,m,10
エーテル,e,50
マナ,m,10
エーテル,e,100
エーテル,e,25
マナ,m,10
キノコ,w,A
マナ,m,10
フラウ,w,A
マナ,m,10
ロシェ,w,B+
マナ,m,10
エーテル,e,25
タヌキ,w,B+
マナ,m,10
キノコ,w,B+
マナ,m,10
エーテル,e,50
エーテル,e,100
エーテル,e,50
マナ,m,10
マナ,m,10
巨人放伐の旗印『自由の翼』,t,A
立体機動の要『ガスボンベ』,t,A
追跡者 女型の巨人,t,S
巨人放伐の旗印『自由の翼』,t,A
人類唯一の翼『立体機動装置』,t,A
脅威度最高 10メートル級巨人,w,S
怒りに燃える少年 エレン,t,A
エーテル,e,100
マナ,m,20
エーテル,e,100
アイスの実,w,A
エーテル,e,50
マナ,m,10
ビスコ,f,B+
プリッツ,t,B
蒼き邪悪なる竜,f,A
エーテル,e,50
マナ,m,10
エーテル,e,50
ロシェ,w,B
エーテル,e,25
マナ,m,10
マナ,m,10
蒼き邪悪なる竜,f,A
エーテル,e,25
木,t,S+
木,w,S+
エーテル,e,25
蒼き邪悪なる竜,f,A
タヌキじゃないよ☆星たぬき,f,A
木,t,S+
木,w,S+
木,f,S
タヌキじゃないよ☆星たぬき,f,A
木,t,A+
木,w,A+
タヌキじゃないよ☆星たぬき,f,A
木,t,A
木,f,A
エーテル,e,25
木,t,S+
木,w,S+
木,f,S+
エーテル,e,25
エーテル,e,100
コロン,w,B
グリ,t,A
リコ,f,A
木,w,A+
エーテル,e,25
エーテル,e,25
エーテル,e,100
エーテル,e,100
枷負いし娘 エンラ,w,A
白猫のキャトラ,w,S
木,f,A+
エーテル,e,25
エーテル,e,25
魔界の悪夢 パップラドン・アキム,f,A
エーテル,e,25
エーテル,e,25
木,w,A
ディアヴォロス,w,B+
ラーヴァデイン,f,B+
ナーガ,w,B
縫目の屍王 パップラドン・アキム,f,S
エヴァ操縦者 シンジ,t,S
宇宙からの使者 ケロロ,w,A
一人で一個小隊 新ケロロ,t,A
腹黒マスコット突撃兵 タママ二等兵,w,B
オタクな吸血鬼 スタズ,w,A
おっとり系人型ロボ なの,f,A
宇宙からの使者 ケロロ,w,A
オタクな吸血鬼 スタズ,w,A
宇宙からの使者 ケロロ,w,A
エーテル,e,50
エーテル,e,50
ジャガード,f,B+
エーテル,e,100
エーテル,e,100
エーテル,e,50
ジャガード,f,B+
エーテル,e,25
タヌキ,f,A
木,t,A
キノコ,f,A
木,w,A+
木,f,A+
エーテル,e,100
木,f,S
エレメンタルリボン,w,S
エーテル,e,100
エーテル,e,25
木,t,A+
エーテル,e,100
エーテル,e,25
木,t,S
エーテル,e,25
エーテル,e,25
木,f,S
エーテル,e,25
木,t,S
木,f,S
ロシェ,w,B+
エーテル,e,25
キノコ,w,B+
キノコ,t,B+
フラウ,t,B+
ロシェ,t,B
エーテル,e,25
木,t,A+
木,t,A
木,w,A+
木,w,A
木,f,A+
木,f,A
エーテル,e,25
タヌキ,f,A
キノコ,f,A
フラウ,f,A
エーテル,e,50
エーテル,e,50
エーテル,e,100
ロシェ,f,B+
エーテル,e,25
魂を狩る少女 サテュルネ,w,B
木,t,A+
木,w,A+
木,f,A+
魂を狩る少女 サテュルネ,w,B
木,t,A
木,w,A
木,f,A
木,t,S
木,w,A+
エーテル,e,100
エヴァ操縦者 アスカ,f,A
戦場の赤い悪魔 ギロロ伍長,f,B+
神出鬼没の暗殺兵 ドロロ兵長,w,B+
エヴァ操縦者 レイ,f,A
オーダーエイジ,w,B
一人で一個小隊 新ケロロ,t,A
青錆学園中等部 ふんこ,f,B+
オーダーエイジ,w,B
一人で一個小隊 新ケロロ,t,A
木,f,A+
エーテル,e,100
エーテル,e,25
エーテル,e,100
エーテル,e,25
エーテル,e,100
エーテル,e,100
エーテル,e,25
サーヴァント セイバー,t,A
サーヴァント セイバー,t,A
戦場の赤い悪魔 ギロロ伍長,f,B+
妹思いの兄貴 刃更,t,B
宇宙からの使者 ケロロ,w,A
おっとり系人型ロボ なの,f,A
オーダーエイジ,w,B
一人で一個小隊 新ケロロ,t,A
エヴァ操縦者 シンジ,t,S
エヴァ操縦者 シンジ,t,S
木,t,A
エーテル,e,100
エーテル,e,25
サーヴァント セイバー,t,A
エヴァ操縦者 シンジ,t,S
妹思いの兄貴 刃更,t,B
宇宙からの使者 ケロロ,w,A
腹黒マスコット突撃兵 タママ二等兵,w,B
エヴァ操縦者 アスカ,f,A
オーダーエイジ,w,B
木,w,A
ファタ,f,B+
マナ,m,200
エーテル,e,50
エーテル,e,50
エーテル,e,25
木,f,A
ポッキー猫ウィズ,f,S
マナ,m,111
木,t,S
木,w,S
木,f,S
木,t,A+
木,w,A+
木,w,A
木,t,A
マレーナ,f,B+
木,f,A+
マレーナ,f,B+
木,w,S+
マレーナ,f,B+
カボチャ猫 ヘポ,f,B
カボチャ猫 ヘポ,f,B
木,f,S
木,w,S
カボチャ猫 ヘポ,f,B
木,t,A+
木,w,A+
木,f,A+
カボチャ猫 ヘポ,f,B
木,t,A
木,w,A
木,f,A
木,t,A
木,w,A
木,f,A
セシルとクマちゃん,t,B
キノコ,w,A
木,f,S
キノコ,f,A
フラウ,f,A
ロシェ,f,B+
ロシェ,w,B
キノコ,t,B+
木,w,A+
フラウ,t,B+
木,f,A+
キノコ,t,B+
木,w,S
フラウ,t,B+
木,f,S
タヌキ,w,B+
木,t,A
木,w,A+
傷だらけのカノン,t,A
ラーヴァデイン,f,B+
モニカ,t,B
アロイス,t,A
木,f,S
木,w,A+
木,w,A
木,f,A
木,t,A
木,w,A
木,f,A
木,t,A
木,w,A
木,f,A
翼竜 リリグ,t,A
翼竜 リリグ,t,A
翼竜 リリグ,t,A
翼竜 リリグ,t,A
タヌキ,f,C+
木,t,A
木,w,A
木,f,A
木,f,A
タヌキ,f,C+
キノコ,w,C+
インゴルト,f,A
木,f,S
タヌキ,w,B+
木,t,A+
木,t,A+
木,w,A+
木,w,A+
木,f,A+
木,f,A+
マナ,m,200
マナ,m,200
マナ,m,200
タヌキ,w,B+
木,t,A+
木,w,A+
木,f,A+
ロシェ,w,B
木,w,A+
木,f,A+
弧光の斧杖,t,A
波動を放ち王杖,w,A
赫灼の刃,f,A
木,w,S
褐色のパトラ,t,A
木,t,A+
陽炎のイサール,f,A
義賊猫娘 ネウ,w,B+
義賊猫娘 ネウ,w,B+
義賊猫娘 ネウ,w,B+
天空の猛将 ライナー,t,A
叡智をもたらすティアラ,w,A
金色の射手 シュラン,w,A
お転婆娘 リンシン,f,B+
真実を映し出す鏡,w,A
天空の守護者 バルバラ,f,A
運命を導き照らす杖,w,A
魔性の毒 ベロニカ,w,A
神々の知識の書,w,A
可愛らしい兎 リタ,w,A
木,w,A+
キティ,f,B
玉乗りねずみ＆コロル,f,B
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
謎に包まれた『地下室の鍵』,t,A
絶望の象徴 超大型巨人,f,S
恋する少女 パルフェ,w,A
小悪魔 シビィ,f,B
木,w,A+
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
巨人放伐の旗印『自由の翼』,t,A
反撃の双刃『スナップブレード』,t,A
巨人放伐の旗印『自由の翼』,t,A
立体機動の要『ガスボンベ』,t,A
巨人放伐の旗印『自由の翼』,t,A
人類唯一の翼『立体機動装置』,t,A
怒りに燃える少年 エレン,t,A
マナに目覚めた猫ウィズ,f,S
酒飲み教師 サロメ,t,A
祭に溶け込む アーシア,w,A
酒飲み教師 サロメ,t,A
祭に溶け込む アーシア,w,A
酒飲み教師 サロメ,t,A
祭に溶け込む アーシア,w,A
木,w,A+
木,f,A+
祭に溶け込む アーシア,w,A
木,w,A+
機械騎士 リヒト,w,A
機械騎士 リヒト,w,A
機械騎士 リヒト,w,A
巨飛剣の使い手 リュン,t,A
巨飛剣の使い手 リュン,t,A
機械騎士 リヒト,w,A
巨飛剣の使い手 リュン,t,A
木,w,A+
木,f,A+
巨飛剣の使い手 リュン,t,A
竜霊涙,f,A
ルー＆クー,f,A
レーヴ,w,A
ミカエラ,f,S
ルシェ,w,B
ロレッタ,w,B
バロン,t,B
アレク,f,A
マルティナ,w,A
イングウェイ,f,A
ウィルフレッド,t,A
エイミー,f,A
デネヴ,t,A
天空の猛将 ライナー,t,A
光のネッキー,t,S
蒼のネッキー,w,S
焔のネッキー,f,S
魔法使いのニコニコテレビちゃん,f,A
ニワンゴちゃん,t,A
ニワンゴちゃん,t,A
ニワンゴちゃん,t,A
ニワンゴちゃん,t,A
黒猫とニコニコテレビちゃん,w,A
天空の守護者 バルバラ,f,A
魔性の毒 ベロニカ,w,A
チャパル,t,A
フェリシア,t,B+
キティ,f,B
ヴァネット,t,A
ヴァネット,t,A
エシリナ,f,A
エシリナ,f,A
ヴァネット,t,A
エシリナ,f,A
エシリナ,f,A
お転婆娘 リンシン,f,B+
お転婆娘 リンシン,f,B+
お転婆娘 リンシン,f,B+
妖精 キアナ,t,A
妖精 キアナ,t,A
妖精 キアナ,t,A
妖精 キアナ,t,A
バレンタイン猫ウィズ,f,S
エイミー,f,A
デネヴ,t,A
ブリッツェン,f,A
ブリッツェン,f,A
